SubscriberKey,SentCount_7Days,SentCount_31Days,SentCount_6Mos,SentCount_12Mos,SentCount_Life,LastSentDateTimeUTC,OpenCount_7Days,OpenCount_31Days,OpenCount_6Mos,OpenCount_12Mos,OpenCount_Life,LastOpenDateTimeUTC,ClickCount_7Days,ClickCount_31Days,ClickCount_6Mos,ClickCount_12Mos,ClickCount_Life,LastClickDateTimeUTC,BounceCount_7Days,BounceCount_31Days,BounceCount_6Mos,BounceCount_12Mos,BounceCount_Life,LastBounceDateTimeUTC,LastUnsubDateTimeUTC,LastModifiedDateTimeUTC
0013t00001jFpDZAA0,,,,2,9,4/27/2020 10:04:24 PM,,,,2,9,4/27/2020 10:04:24 PM,,,,2,9,4/27/2020 10:04:24 PM,,,,0,0,,,1/6/2021 12:00:00 AM
0013t00001jFpDzAAK,,,,2,9,4/27/2020 10:04:24 PM,,,,2,9,4/27/2020 10:04:24 PM,,,,0,4,7/3/2019 8:29:56 PM,,,,0,0,,,1/6/2021 12:00:00 AM
0013t00001jFpE0AAK,,,,2,9,4/27/2020 10:04:24 PM,,,,0,4,7/3/2019 8:29:56 PM,,,,0,0,,,,,0,0,,,1/6/2021 12:00:00 AM
0013t00001jFpE1AAK,,,,2,9,4/27/2020 10:04:24 PM,,,,0,0,,,,,0,0,,,,,0,0,,,1/6/2021 12:00:00 AM
0013t00001jFpE2AAK,,,1,3,10,10/28/2020 8:35:49 AM,,,0,0,0,,,,1,3,10,10/28/2020 8:35:49 AM,,,1,1,1,10/28/2020 8:35:49 AM,,1/6/2021 12:00:00 AM
0013t00001jFpE3AAK,,,1,3,10,10/28/2020 8:35:49 AM,,,0,0,0,,,,1,3,10,10/28/2020 8:35:49 AM,,,0,0,0,,,1/6/2021 12:00:00 AM
0013t00001jFpE4AAK,,,1,3,10,10/28/2020 8:35:49 AM,,,0,0,0,,,,0,4,18,4/27/2020 10:04:24 PM,,,0,0,6,12/15/2019 6:12:40 PM,,1/6/2021 12:00:00 AM
0013t00001jFpE5AAK,,,,2,9,4/27/2020 10:04:24 PM,,,,0,0,,,,,0,7,1/6/2020 6:18:09 AM,,,,0,0,,,1/6/2021 12:00:00 AM
0013t00001jFpE6AAK,,,1,3,10,10/28/2020 8:35:49 AM,,,1,1,1,10/28/2020 8:35:49 AM,,,0,0,0,,,,0,0,5,10/28/2019 2:18:11 AM,,1/6/2021 12:00:00 AM
0013t00001jFpE7AAK,,,1,3,10,10/28/2020 8:35:49 AM,,,0,0,0,,,,0,2,9,4/27/2020 10:04:24 PM,,,0,0,0,,,1/6/2021 12:00:00 AM
0013t00001jFpE8AAK,,,,2,8,4/27/2020 10:04:24 PM,,,,0,0,,,,,0,5,10/28/2019 2:18:11 AM,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpE9AAK,,,,2,8,4/27/2020 10:04:24 PM,,,,2,8,4/27/2020 10:04:24 PM,,,,0,0,,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpEAAA0,,,,2,7,4/27/2020 10:04:24 PM,,,,0,3,5/27/2019 11:04:03 PM,,,,2,7,4/27/2020 10:04:24 PM,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpEBAA0,,,,1,6,4/11/2020 12:57:55 PM,,,,0,0,,,,,0,3,5/27/2019 11:04:03 PM,,,,0,0,,4/27/2019 9:06:15 PM,12/15/2020 12:00:00 AM
0013t00001jFpECAA0,,,,1,6,4/11/2020 12:57:55 PM,,,,0,0,,,,,1,6,4/11/2020 12:57:55 PM,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpEDAA0,,,,1,6,4/11/2020 12:57:55 PM,,,,0,0,,,,,0,6,5/9/2019 7:35:30 AM,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpEEAA0,,,,1,9,4/11/2020 12:57:55 PM,,,,0,0,,,,,0,0,,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpEFAA0,,,,1,8,4/11/2020 12:57:55 PM,,,,0,0,,,,,0,4,7/3/2019 8:29:56 PM,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpEGAA0,,,,1,9,4/11/2020 12:57:55 PM,,,,0,0,,,,,0,0,,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpEHAA0,,,,1,8,4/11/2020 12:57:55 PM,,,,0,0,,,,,0,0,,,,,0,0,,,12/15/2020 12:00:00 AM
0013t00001jFpDfAAK,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,9/18/2020 10:25:35 AM,11/10/2020 12:00:00 AM
0013t00001jFpDjAAK,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,9/18/2020 10:25:35 AM,11/10/2020 12:00:00 AM
0013t00001jFpDnAAK,,,2,2,2,10/28/2020 8:35:49 AM,,,2,2,2,10/28/2020 8:35:49 AM,,,2,2,2,10/28/2020 8:35:49 AM,,,1,1,1,9/18/2020 10:25:35 AM,,11/28/2020 12:00:00 AM
0013t00001jFpDqAAK,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,0,0,0,,,11/10/2020 12:00:00 AM
0013t00001jFpDsAAK,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,0,0,0,,,11/10/2020 12:00:00 AM
0013t00001jFpDtAAK,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,0,0,0,,,11/10/2020 12:00:00 AM
0013t00001jFpDxAAK,,,1,3,6,10/28/2020 8:35:49 AM,,,1,3,6,10/28/2020 8:35:49 AM,,,2,6,12,10/28/2020 8:35:49 AM,,,0,0,2,12/15/2019 6:12:40 PM,,1/6/2021 12:00:00 AM
0013t00001jHua0AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHua2AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHua9AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuabAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaeAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuahAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaiAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuamAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuanAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuapAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaqAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaQAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuasAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuayAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuazAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHub7AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,1/10/2021 12:00:00 AM
0013t00001jHubaAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,172,194,6/24/2020 4:22:37 PM,,1/10/2021 12:00:00 AM
0013t00001jHubBAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,1/10/2021 12:00:00 AM
0013t00001jHubdAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,172,194,6/24/2020 4:22:37 PM,,1/10/2021 12:00:00 AM
0013t00001jHubDAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,1/10/2021 12:00:00 AM
0013t00001jHubeAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,172,194,6/24/2020 4:22:37 PM,,1/10/2021 12:00:00 AM
0013t00001jHubfAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,172,194,6/24/2020 4:22:37 PM,,1/10/2021 12:00:00 AM
0013t00001jHubFAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,1/10/2021 12:00:00 AM
0013t00001jHubMAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubPAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubqAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubQAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubsAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubSAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubTAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubUAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubVAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuc0AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuc1AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuc5AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuc7AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuc9AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucCAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuchAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucHAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuciAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucoAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jFpDhAAK,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,9/18/2020 10:25:35 AM,11/10/2020 12:00:00 AM
0013t00001jFpDiAAK,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,,,1,1,1,9/18/2020 10:25:35 AM,9/18/2020 10:25:35 AM,11/10/2020 12:00:00 AM
0013t00001jFpDlAAK,,,2,2,2,10/28/2020 8:35:49 AM,,,2,2,2,10/28/2020 8:35:49 AM,,,2,2,2,10/28/2020 8:35:49 AM,,,1,1,1,9/18/2020 10:25:35 AM,,11/28/2020 12:00:00 AM
0013t00001jFpDVAA0,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,11/10/2020 12:00:00 AM
0013t00001jFpDyAAK,,,1,3,6,10/28/2020 8:35:49 AM,,,0,2,5,4/27/2020 10:04:24 PM,,,0,2,5,4/27/2020 10:04:24 PM,,,1,1,1,10/28/2020 8:35:49 AM,,1/6/2021 12:00:00 AM
0013t00001jHua1AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHua6AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHua7AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaAAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaBAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaCAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaEAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuajAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaMAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaNAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaPAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaRAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuatAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaTAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuauAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuawAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaWAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaxAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHub0AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHub2AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHubHAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubIAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHublAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubnAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuboAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubwAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHubXAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuc8AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucAAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucBAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucDAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuceAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucEAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucjAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucJAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHuckAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucKAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucLAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucmAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucNAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucPAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucrAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jHucRAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,1/10/2021 12:00:00 AM
0013t00001jFpDkAAK,,,2,2,2,10/28/2020 8:35:49 AM,,,2,2,2,10/28/2020 8:35:49 AM,,,2,2,2,10/28/2020 8:35:49 AM,,,1,1,1,9/18/2020 10:25:35 AM,9/18/2020 10:25:35 AM,11/28/2020 12:00:00 AM
0013t00001jFpDrAAK,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,0,0,0,,,11/10/2020 12:00:00 AM
0013t00001jFpDUAA0,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,0,0,0,,,11/10/2020 12:00:00 AM
0013t00001jFpDuAAK,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,0,0,0,,,11/10/2020 12:00:00 AM
0013t00001jFpDvAAK,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,11/10/2020 12:00:00 AM
0013t00001jFpDWAA0,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,,1,3,3,9/18/2020 10:25:35 AM,,11/10/2020 12:00:00 AM
0013t00001jFpDXAA0,,,1,3,3,10/28/2020 8:35:49 AM,,,1,3,3,10/28/2020 8:35:49 AM,,,1,3,3,10/28/2020 8:35:49 AM,,,0,2,2,4/27/2020 10:04:24 PM,10/28/2020 8:35:49 AM,11/28/2020 12:00:00 AM
0013t00001jHuacAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuadAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuafAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaGAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHualAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaoAAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaUAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHuaXAAS,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
0013t00001jHub1AAC,,,,172,194,6/24/2020 4:22:37 PM,,,,0,0,,,,,0,0,,,,,172,194,6/24/2020 4:22:37 PM,6/24/2020 4:22:37 PM,1/10/2021 12:00:00 AM
